तू मुझे 100 डॉलर देगी.	నాకు 100 డాలరలు ఇవవు.
वह कितनी खूबसूरत थीं.	ఆమె ఎంత అందంగా ఉందో.
याद रहे, दोसतो, जो गाडी आखिर तक टिकी रहेगी, वही विजेता कहलाएगी.	గురతుందా, మితరులారా, చివరగా వెళుతూ ఉండే కారు విజేత అవుతుంది.
पता है यह मुशकिल है,	ఇది కషటమెనదని తెలుసు,
-मुझसे और. . . -मैंने तुमहें पलेयरस बॉल की	-నేను ఇంకా. . . -నేను మిమమలని పలేయర బాల,
हेदर! हे भगवान, मैंने तुमहें हर जगह ढूँढा.	హేథర! దేవుడా, నీకోసం అంతా వెతుకుతుననాను.
यदि कोई 26 साल तक परांत का शेरिफ रहता है,	కొంతమంది సనేహితులను చేసుకోకుండా 26 ఏళళు
धत तेरी. मैं अवन में पिजजा रखकर भूल गई.	ఛ, నేను ఓవెనలో పిజజా పెటటానని మరచిపోయాను.
शरत लगाओगे कि कॉरनहोल में हरा सकती हूँ?	నేను నినను కారనహోల ఆటలో ఒడిసతానని పందెమా?
कोई बात नहीं. सब ठीक है. सब ठीक है, बो.	పరవాలేదు. పరవాలేదు. అంతా బాగానే ఉంది, బో.
और अब हमारी तुम लोगों पर कडी नजर होगी.	ఇక నుంచి మీ అందరినీ డేగలలా గమనిసతుంటాము.
कयोंकि मुझे जलन हुई.	నాకు ఈరషయ కలిగింది.
-ठीक है? -शुकरिया.	-సరేనా? -ధనయవాదాలు.
और अधिकतर विचार झूठ-मूठ के होते हैं.	ఇంకా ఎకకువగా ఆ ఆలోచనలు, సృషటించబడినవే.
उनहोंने खेल रोक दिया तो गडबड हो जाएगी.	వాళళు ఆట ఆపేసతే, మన పని అయిపోయినటటే.
पर वह कोई टरेनिंग वाली पिसतौल होनी थी.	అది ఆ శికషణ తుపాకీలలో ఒకటి అయిండాలి.
मैं यह मानना चाहता हूँ कि वह मुझसे सच कह रही है, पर. . .	తను నాతో నిజం చెబుతుందని నాకు నమమాలని ఉంది, కానీ. . .
कहा था, देखने लायक खास कुछ नहीं है.	చెపపానుగా, చూడడానికి పెదదగా ఏం లేదని.
चौदह नंबर वाली हरी वाली में रे हॉल.	ఇంకా ఆకుపచచ కారు, నంబరు 14లో, రే హాల.
और इसी वजह से हम टरेलर में रहते हैं.	ఇంకా అందుకే టరెలరలో ఉంటుననామననాడు.
यह कागज का टुकडा.	ఇకకడ ఉనన ఈ కాగితం.
खिलाडियों को सोचना था कि वह असली है.	అది నిజమెనదని ఆటగాళళు అనుకోవాలంతే.
चलो भी, बस एक बार.	రా, ఒకక ఆట ఆడదాం.
मैं सो नहीं पाया.	నాకు నిదర పటటలేదు.
-इसे रख दो. -खेलने की चीज नहीं है.	-తిరిగి పెటటేయ. -అది ఆడుకునేది కాదు.
कोई संभावना है कि मुझ पर लगा इलजाम हटाने में मदद करे?	ఎంతవరకు అతను నాపె ఆరోపణలు తపపించే అవకాశాలు ఉననాయి?
तुमहारी जगह मैं होती तो छुपाने लायक कुछ रखती ही नहीं.	ఒకవేళ నేను నువవయితే, ఖచచితంగా దాచేందుకు ఏదీ ఉంచను.
मैंने सुना पारटी में सब घबराए थे.	పారటీలో అందరూ భయపడిపోయారని విననాను.
हम उतने बेवकूफ नहीं जितना सोचते हो.	మేము మీరనుకుననంత పిచచివాళళం కాదు.
अपने भाई से मिलने चला आया. कलरक है.	ఇకకడ కలరక, మా కజినను పలకరించాలని.
रचनातमक परयवेकषक रवीनदर शंकर शुकल	కరియేటివ సూపరవెజర: రాజేశవరరావు వలవల
तुमहें ठीक देखकर अचछा लग रहा है.	నువవు నీ కాళళపె నిలబడగలగడం సంతోషం.
तुम जानते हो और भी रंग होते हैं.	నీకు వేరే రంగులు ఉంటాయని తెలుసుగా.
जब उसके ठीक बगल में हो, तब नहीं.	బహుశా నువవు అతని పకకన ఉంటే కాదేమో.
हंट केनी खेल रहा था? वह वहाँ था?	హంట కెననీ ఆడాడా? అతను అకకడ ఉననాడా?
-बचचों ने कसम खाई कि खेल नहीं खेल रहे थे. -पता है.	-ఆ పిలలలు ఆడటలేదని పరమాణం చేశారు. -నాకు తెలుసు.
तुम वाकई यह पहनकर डरबी पर जाओगी?	రేసుకు నిజంగా అది వేసుకుంటావా?
ए, बिशप आया है.	హే, బిషప వచచాడు.
शायद, पर आग लगी, खेल चालू है, बचचे हैं, और हडडियों से भरी थैली, इसलिए. . .	అయిండవచచు, కానీ మంటలు, ఒక ఆట, కొందరు పిలలలు, ఒక ఎముకల సంచి ఉననాయి, అందుకని. . .
गुससा हुई थी, जब मैंने एडम की सवेटशरट पहनी थी?	నేను ఆడం చొకకా వేసుకుననానని ఏపరిల అరిచింది?
उन लोगों को देखना चाहती हूँ जिनहें पूरी जिंदगी नहीं देखा.	నా చెతత జీవితానని నితయం చూసినవారు కానివారిని కలుసుకోవాలనుంది.
कया? मुझे. . .	ఏంటి? నాకు. . .
-उसे लगा कि मेरा उससे कुछ संबंध था? -हाँ.	-ఆమె నేను అతనితో జతకటటానని అనుకుందా? -అవును.
सात संखया वाले नंबर को धयान से देखो, ठीक है?	ఏడు అంకెల సంఖయను దయచేసి గమనించండి, సరేనా?
यह मामला काफी गंभीर है, हेदर.	ఇది గంభీరమెన వయవహారం, హేథర.
-हैलो, बो, कया हाल है? -हैलो.	-హే, బో, ఏంటి సంగతులు? -హే.
और तुमहारे लिए कुछ लाई हूँ.	ఇంకా నీకోసం ఒకటి తీసుకొచచాను.
वही आखिरी दिन था जब मैंने उनहें जिंदा देखा.	అదే నేను ఆయనను సజీవంగా చూసిన చివరి రోజు.
मैं तुमसे उस बारे में बात करना चाहता था.	నేను దాని గురించి మాటలాడాలని అనుకుంటుననాను.
लोगों को यह तो नहीं पता चला कि मुझे पहला मौका नहीं मिलता.	నేను కొతతవి కొనుకకోలేనని అందరికీ తెలిసే కననా అది నయం.
उसका पता लगाया. टरिनिटी फॉलस में नाचती है.	ఆమె టరినిటీ ఫాలసలో సటరిపపరని తెలిసింది.
कैसे वह मशहूर हो सकती थीं.	ఆమె ఎంత పరఖయాతి చెందేది అని.
सोचना कि वह एक अचछी माँ थीं.	ఆమె మంచి అమమ అని అనుకోవడం.
अचछा, तो. . .	సరే, అంటే. . .
पता न था कि तुम डरबी में काम कर रही हो.	నువవు రేసులో పని చేసతుననావని నాకు తెలియదు.
मैं हेदर को टिकट दे दूँगी.	నేను హేథరకు తన టికెట ఇసతాను.
निकास 12 - आई-45 - रात 1 बजे	నిషకరమణ 12 - ఐ-45 - ఉదయం 1
-तुम आ गई. -हैलो. यहाँ आओ.	-నువవు వచచావు. -హాయ. ఇలా రా.
उसका और इंतजार नहीं कर सकते.	ఇక తన గురించి వేచి చూడలేం.
लगता है विलियमस के साथ बात खतम हो रही है.	అతను విలియమసతో నిరధారణకు వసతుననటటుంది.
लिटल बिल ने ऐबी कलारक का जिकर किया था.	లిటిల బిల, అతను ఆబీ గురించి పరసతావించాడు.
मुझे लगता है कोई पैनिक पर शरत लगा रहा है.	పానిక మీద ఎవరో పందెం కాసతుననారనుకుంటా?
इस बारे में माँ तुमसे सुबह बात करेगी.	అమమ నీతో దీని గురించి ఉదయం మాటలాడుతుంది.
हाँ. तो, एकाउंटिंग कयों?	సరే. మరి, అకౌంటింగ ఎందుకు?
-पयारे बन रहे हो? -बस सच कह रहा हूँ.	-తెలివిగా మాటలాడుతుననావా? -లేదు వాసతవం.
विजेता, चौदह नंबर, रे हॉल!	విజేత, నంబరు 14, రే హాల!
जजों को खेलने की इजाजत है?	నయాయనిరణేతలను ఆడనిసతారా?
यह कॉरनहोल में माहिर है.	తను కారనహోల బాగా ఆడుతుంది.
-बंद कर दो. . . -इसे छोडो. वापस रखो.	-అది మూసేయ. . . -వదిలేయ. తిరిగి పెటటేయ.
एक दिन मैं डीए से मिला.	ఆరోజు నేను డీఏను కలిసాను.
मंच पर सवागत है, राकैल!	వేదిక మీదకు సవాగతం, రఖేల!
आपको पता है लिली कहाँ है?	లిలలీ ఎకకడ ఉందో తెలుసా?
पर खेल अलग सा लग रहा है, नहीं कया?	ఆట భిననంగా అనిపించినా, అది అలా ఉండదు?
डरने की कोई वजह नहीं. मैं जीतूँगा.	భయపడాలసిన అవసరం లేదు. నేను గెలుసతాను.
हाँ, वह परंपरा है. हर साल बचचे वहीं करते हैं.	అది సంపరదాయం. పిలలలు అకకడ పరతి ఏడాది చేసుకుంటారు.
तो, यह कहना कि हम पारटी में थे, ठीक?	మనం పారటీలో ఉననామని చెపపు, సరేనా?
हर कोई नहीं.	అందరూ కాదు.
देखो, आपकी पहचान पैसों से नहीं होती.	చూడు, నువవు ఏంటో డబబు తెలియచేయదు.
-शुकरिया. -कोई बात नहीं.	-ధనయవాదాలు. -పరవాలేదు.
मुझे सपरलॉक के यहाँ जो सूची मिली थी, याद है?	నాకు సపరలాక వాళళ ఇంటిలో దొరికిన జాబితా గురతుందా?
ताकि तलाशी का वारंट मिले और वे ठीक से ढूँढ पाएँ.	చూపనుననారు, సరచ వారెంట తెచచి, మొతతం చూసతారు.
कया बात करना चाहती हो?	నువవు నాతో ఏం మాటలాడాలి?
मेरी बहन है. लिली के बारे में है.	మా చెలలి ఫోన చేసింది. లిలలీ గురించి.
किसी को जानता हूँ जो ठीक कर सकता है.	చవకగా, అది బాగు చేయగలవాడు తెలుసు.
कोई फिर से खाना बनाने के वीडियो देख रहा था.	ఎవరో మళళీ ఎలా చేయాలనే వీడియోలు చూసినటటు ఉననారు.
माफ करना. तुमहें अपना माल चाहिए?	కషమించు. నీకు నీ చెతత సరుకు కావాలా?
बहुत चिंता हो रही थी.	నేను చాలా కంగారుపడడాను.
तुमहें लगता है घर से आखिर में निकलने के लिए जज फालतू अंक देंगे?	ఇంటిని చివరగా వదిలి వచచినందుకు నాకు నయాయనిరణేతలు అదనపు పాయింటలిసతారా?
वह बहुत अचछा बचचा था.	అతను చాలా మంచి పిలలాడు.
उसकी जगह किसने ली थी?	అతనని ఎవరు భరతీ చేశారు?
इसलिए वह मेरे पास थी.	అది అలా నాకు దొరికింది.
वासतविकता को लेकर सभी की अपनी अलग सोच है,	వాసతవానని నిరవచించేందుకు ఎవరి ఆలోచనలు వారివి,
मैदान से निकलने पर उनका चेहरा देखा, कभी नहीं भूल पाऊँगा.	నేను అది గెలిచాక, ఆయన ముఖం నేను ఎపపటికీ మరచిపోలేను.
हेदर, उठो!	హేథర, లెగు!
याद है आठवीं कलास में, एपरिल कैसे	నీకు గురతుందా ఎనిమిదో తరగతిలో,
-जयादा मोटी हो गई? -माँ, मैं मजाक कर रही थी.	-లావుగా అయిపోయానా? -అమమా, సరదాకి అననాను.
भाई के लिए माफ करना.	తమముడి తరఫున కషమాపణలు.
वे खेल को पास से देख पाते हैं,	అది వాళళను ఆటకు దగగరగా ఉంచుతుంది,
-छोडकर जा रही हो? -शुभकामनाएँ.	-వదిలి వెళుతుననావా? -శుభాశీససులు.
कोरटेज बोला जिस रात आग लगी, वह तुमहारे कमरे में गया था.	మంటలు రేగిన రోజు, కోరటెజ నీ గది అంతా వెతికానననాడు.
-ए. -हेदर!	-హే. -హేథర!
हैलो, जान,	హే, బంగారం,
बदन की आग बुझाने के लिए तुमने सबसे घटिया आदमी को चुना.	సెకస వాంఛ కోసం నీది పరపంచంలోకెలలా దారుణమెన ఎంపిక.
मुझे देर हो जाएगी. बाद में मिलूँगा, ठीक है?	ఆలసయం అవుతుంది. తరువాత కలుసతాను, సరేనా?
मतलब, लॉनगहॉरन सटेट की एक है,	అంటే, లాంగహారన సటేటలో ఒకటి ఉంది,
सडकों पर कई तरह के लोग होंगे.	రోడలపెన ఉండకూడని మనుషులు ఉంటారు.
असल में वैसा नहीं होना था, है न?	అది నిజమెనది కాకూడదు, తెలుసా?
सच में, शेरी, तुमहें हुआ कया है?	నిజంగానా, షెరీ, నీకు ఏమయింది?
उसमें मुशकिल यह है कि	అందులో సమసయ ఏంటంటే,
-शुकरिया. -शुकरिया.	-కృతజఞతలు. -కృతజఞతలు.
-मैं वह नहीं चाहती थी. -कया नहीं चाहती थी?	-అలా చేయాలనుకోలేదు. -ఏం చేయాలనుకోలేదు.
-उनमें से गोली नहीं चलती. -तुमसे यह किसने कहा?	-అందులో గాలి తపప ఏమీ పేలదు. -అది నీకు ఎవరు చెపపారు?
उनके माँ-बाप सखत हैं, इसलिए बात को छुपाकर रखते हैं.	అది రహసయంగా ఉంచారు, ఆమె తలలిదండరులు కఠినం అని.
उसने वह गुडविल को दे दी थी.	అతను అది గుడవిలకు దానం చేశాడు.
परतियोगिता के लिए उसने भविषय वाणी की है.	అది ఛాంపియనషిప సిరీసపె అతని అంచనాలు.
कया मतलब?	అంటే ఏంటి?
कया मतलब?	అంటే ఏంటి?
यानि उसे डर होगा कि शायद तुम जीतोगे.	దానరథం అతనికి నువవు గెలుసతావేమో అని భయం.
मैं डरिंक पर सभी से मिलने कैरिगन जा रही हूँ.	నేను కారిగనలో డరింకకి వెళళి అందరినీ కలవబోతుననాను.
डॉट से पता चला कि तुम कुछ दिनों से नहीं गए,	డాట నువవు గత కొనని రోజులుగా రావడం లేదని చెపపాడు,
यह साबित करने के लिए कि तुम गरेबिल निवास में थे,	నినను ధానయాగారం ఇంకా గరేబిల ఇంటి దగగరుననటటు
मैं बाकियों के कुछ देर बाद बाहर निकली.	నేను అందరికంటే కాసత తరువాత వచచాను.
तुम कया सोच रहे हो?	ఏం ఆలోచిసతుననావు?
-यह ठीक नहीं हुआ. -बैठ जाएँगी? मुझे चककर आ रहा है.	-ఇది పిచచి ఆలోచన. -కొంచెం కూరచుంటావా? కళళు తిరుగుతుననాయ.
आज रात के लिए आखिरी चार मायने रखते हैं, पर वे अंकों के अलावा हैं?	ఈ రాతరి వాళళకు పాయింటలే కాకుండా ''చివరి నలుగురు ముఖయమా? ''
चलो. पलीज बताओ न. नाराज नहीं हूँ.	చెపపు. దయచేసి, చెపపు. నాకు కోపం లేదు.
-उसे शरत लगाने में मजा आता है. -कया मतलब?	-అతని అంచనాలు విసతరింప చేసతుననాడు. -అంటే ఏంటి?
कया मतलब, हम जीते तो? पता नहीं. कुछ सोचा नहीं है.	మనం గెలిసతే అనా? ఏమో తెలియదు. నిజానికి అది ఆలోచించలేదు.
काश. . .	నేను. . .
उनहोंने पी रखी थी.	ఆయన తాగి ఉననారు.
-मैं लूक हूँ. -मैं तुमहें जानता हूँ.	-నేను లూకను. -నువవు ఎవరో తెలుసు.
जरूरत पडी तो दीवारें भी तोड डालेंगे.	వాళళు గోడలు తెరుసతారు, అవసరమెతే.
मतलब, उनहें सवीकारने से?	ఎలా అంటే, అది ఒపపుకోడానికి?
निकल जाओ!	వెళళిపో!
-लिली, पलीज यहाँ आओगी? -अचछा, आ रही हूँ.	-లిలలీ, దయచేసి. ఇకకడకు వసతావా? -సరే, వసతుననా.
मुझे डर लग रहा है.	నాకు భయంగా ఉంది.
हमें पता है इस साल एक और खेल खेला जा रहा है.	ఈ ఏడాది మరో ఆట ఆడుతుననారని మాకు తెలుసు.
मैं चाहती थी कि वह मुझ पर भरोसा करे, पर. . .	అతను ననను నమమాలని అనుకుననాను, కానీ. . .
तुम लोग वहाँ पैनिक खेलने गए थे?	మీరంతా అకకడ పానిక ఆడడానికి వెళళారా?
तो अधिक नशा को लेकर झूठ कह रहे हैं?	అతి మోతాదుపె అబదధం చెపపారంటారా?
कयों? वह हफतों तुमसे नाराज रही.	ఎందుకు? ఆమె వారాలు ఇబబంది పెటటింది.
अंतिम करिया के बाद उनके साथ शेरिफ के दफतर गया.	అంతయకరియల తరువాత అతనితో కలిసి షెరీఫ ఆఫీసుకు వెళళాను.
तब यह कहानी नहीं रह जाएगी.	అది ఇక కథగా మిగిలిపోదు.
जब भी तुमहें मौका मिलता है, अपनी नोटबुक में	నీకు విరామం దొరికనపపుడలలా నువవు ఎపపుడూ
